Quality,Q.Score,Alc,Cl,TSO2,VA,FSO2,FA
1,6,12.4,0.04,163.0,0.34,45.0,7.3
1,5,11.5,0.042,166.0,0.23,45.0,7.8
1,6,10.2,0.045,159.0,0.245,52.0,9.0
1,5,11.4,0.032,176.0,0.2,51.0,6.9
1,6,9.6,0.067,212.0,0.19,39.0,7.4
1,6,10.3,0.035,163.0,0.2,60.0,8.2
1,5,9.3,0.038,228.0,0.59,61.0,8.0
1,7,10.7,0.05,114.0,0.14,17.0,7.9
2,8,12.8,0.047,105.0,0.24,34.0,6.8
1,5,9.5,0.049,142.0,0.14,23.0,9.7
1,6,10.4,0.046,130.0,0.15,22.0,9.2
1,6,10.3,0.049,94.0,0.17,14.0,9.4
1,6,9.9,0.041,142.0,0.365,37.0,5.2
1,6,10.7,0.039,116.0,0.23,37.0,6.3
1,5,10.5,0.04,160.0,0.25,16.0,9.6
1,5,9.6,0.046,186.0,0.32,14.0,9.2
1,6,9.3,0.04,169.0,0.31,46.0,6.4
1,6,10.0,0.044,162.0,0.2,63.0,8.1
1,6,11.2,0.026,190.0,0.255,40.0,7.9
1,5,10.8,0.039,177.0,0.15,21.0,7.0
1,6,10.3,0.044,96.0,0.15,25.0,6.4
1,5,8.8,0.038,234.0,0.25,59.0,6.4
1,6,12.8,0.044,114.0,0.19,6.0,7.6
1,6,13.2,0.028,114.0,0.43,17.0,7.3
1,6,10.1,0.037,152.0,0.31,28.0,5.1
1,5,11.0,0.093,161.0,0.2,40.0,6.2
1,6,10.8,0.043,182.0,0.16,21.0,6.9
1,7,12.8,0.04,114.0,0.32,28.0,7.7
1,6,9.2,0.042,168.0,0.22,33.0,6.5
1,6,10.5,0.047,167.0,0.26,44.0,6.8
1,6,11.7,0.028,81.0,0.37,13.0,5.2
1,5,9.5,0.052,104.0,0.19,20.0,8.4
1,5,9.5,0.05,108.0,0.21,24.0,8.3
1,6,8.8,0.058,110.0,0.15,24.0,6.8
2,8,12.6,0.034,180.0,0.21,62.0,7.8
1,6,12.4,0.048,107.0,0.24,26.0,9.0
1,6,10.1,0.047,189.0,0.21,60.0,5.7
2,8,11.2,0.042,161.0,0.29,38.0,7.8
1,5,10.0,0.048,251.0,0.18,40.0,6.7
1,6,10.8,0.033,116.0,0.58,37.0,8.4
1,5,10.4,0.029,151.0,0.54,13.0,7.6
1,6,9.8,0.059,181.0,0.25,52.0,6.6
2,8,12.2,0.041,165.0,0.23,51.0,7.3
2,8,12.7,0.043,113.0,0.39,36.0,7.3
1,7,12.2,0.039,163.0,0.46,46.0,7.0
1,7,11.9,0.039,162.0,0.35,35.0,8.2
0,4,10.4,0.042,61.0,0.35,15.0,9.2
1,7,12.8,0.034,122.0,0.57,22.0,8.0
1,7,12.7,0.027,130.0,0.37,40.0,6.5
1,5,9.0,0.04,179.0,0.13,43.0,7.8
1,5,11.4,0.04,143.0,0.19,38.0,7.6
1,6,8.9,0.05,191.0,0.22,55.0,7.3
1,6,9.3,0.039,167.0,0.29,43.0,6.3
2,8,12.0,0.048,103.0,0.35,35.0,6.8
1,7,10.8,0.04,132.0,0.19,31.0,6.5
1,6,10.5,0.044,158.0,0.12,56.0,6.2
1,7,10.6,0.038,189.5,0.13,56.0,6.0
1,7,11.3,0.04,115.0,0.25,42.0,6.4
0,4,9.5,0.051,96.0,0.32,15.0,6.9
1,7,10.1,0.046,140.0,0.13,35.0,6.7
1,6,10.9,0.037,95.0,0.14,22.0,7.0
1,5,8.9,0.058,115.0,0.27,19.0,7.6
1,5,9.3,0.168,185.0,0.64,42.0,7.4
1,6,10.4,0.052,116.0,0.28,23.0,7.6
1,7,12.0,0.042,162.0,0.26,41.0,8.3
1,6,9.5,0.044,181.0,0.22,37.0,10.7
1,7,12.4,0.032,121.0,0.23,24.0,6.9
1,7,11.2,0.032,130.0,0.3,30.0,6.2
1,6,11.4,0.047,134.0,0.27,6.0,6.9
1,6,11.4,0.05,136.0,0.28,10.0,6.9
1,7,11.1,0.047,132.0,0.28,46.0,6.9
1,7,12.0,0.044,152.0,0.38,36.0,6.9
1,7,12.3,0.039,98.0,0.43,24.0,5.7
1,6,9.1,0.045,92.0,0.56,28.0,6.6
1,6,10.5,0.046,102.0,0.36,25.0,7.1
1,5,9.5,0.042,138.0,0.33,26.0,6.2
1,7,13.7,0.039,116.0,0.49,17.0,5.6
1,6,13.4,0.034,85.0,0.42,15.0,6.6
1,7,11.3,0.044,143.0,0.18,12.0,7.3
1,6,10.0,0.037,180.0,0.19,73.0,8.1
1,6,10.1,0.034,123.0,0.19,33.0,5.9
1,6,12.2,0.029,81.0,0.16,23.0,6.2
1,6,9.3,0.042,101.0,0.135,19.0,5.7
1,7,12.3,0.039,98.0,0.19,27.0,6.9
1,7,8.9,0.05,200.0,0.25,35.0,7.3
1,6,11.5,0.035,83.0,0.2,32.0,7.0
2,8,11.1,0.044,122.0,0.4,31.0,7.4
2,8,10.9,0.044,128.0,0.26,29.0,7.1
1,5,11.6,0.043,73.0,0.31,11.0,9.0
0,4,10.2,0.069,117.0,0.39,9.0,6.3
2,8,10.5,0.034,90.0,0.22,12.0,8.2
1,6,11.4,0.033,78.0,0.19,16.0,7.1
1,6,10.6,0.04,118.0,0.2,29.0,7.9
1,6,11.6,0.037,97.0,0.26,39.0,7.1
2,8,12.3,0.035,155.0,0.3,26.0,6.9
1,6,10.8,0.042,124.0,0.29,22.0,8.1
1,6,11.3,0.037,130.0,0.17,55.0,5.8
1,6,10.0,0.045,128.0,0.23,16.0,6.6
1,5,10.2,0.044,132.0,0.35,18.0,6.9
1,7,10.8,0.04,103.0,0.14,27.0,7.6
0,4,10.1,0.042,137.0,0.28,29.0,9.2
1,6,11.6,0.047,90.0,0.18,17.0,6.2
1,5,9.1,0.051,105.0,0.165,25.0,5.3
0,4,10.0,0.056,225.0,0.25,36.0,9.8
1,6,11.4,0.052,128.0,0.22,26.0,6.8
1,6,12.7,0.045,140.0,0.22,34.0,7.2
1,5,11.3,0.042,156.0,0.25,35.0,7.4
1,7,10.4,0.033,81.0,0.18,28.0,8.2
1,5,9.6,0.051,87.0,0.22,18.0,6.1
0,4,10.1,0.048,119.0,0.39,8.0,7.0
1,7,12.1,0.03,94.0,0.36,16.0,6.5
1,6,12.2,0.031,99.0,0.29,32.0,7.1
1,5,9.6,0.053,94.0,0.23,19.0,6.9
1,5,9.5,0.05,210.0,0.23,67.0,6.3
1,5,8.9,0.052,226.0,0.25,67.0,6.1
1,5,8.8,0.05,162.0,0.26,56.0,7.2
1,5,10.5,0.057,117.0,0.31,17.0,7.2
1,5,9.4,0.061,117.0,0.25,27.0,8.0
1,6,12.2,0.04,125.0,0.18,34.0,7.0
1,6,11.3,0.033,158.0,0.43,37.0,7.8
1,6,12.2,0.044,130.0,0.2,33.0,8.3
1,6,12.2,0.063,92.0,0.27,35.0,6.3
1,6,11.2,0.055,150.0,0.16,18.0,7.4
1,6,11.5,0.036,172.0,0.19,49.0,6.9
1,5,9.3,0.048,138.0,0.4,11.0,7.2
1,7,11.8,0.034,156.0,0.52,37.0,7.6
1,5,9.2,0.069,150.0,0.34,44.0,6.9
1,6,12.2,0.044,144.0,0.22,42.0,7.1
1,6,12.4,0.05,128.0,0.17,29.0,8.5
1,6,10.8,0.048,164.0,0.145,54.0,6.4
1,6,11.0,0.051,137.0,0.19,11.0,8.3
2,8,12.7,0.031,151.0,0.44,46.0,8.0
1,7,12.3,0.03,96.0,0.25,30.0,7.1
1,5,9.8,0.046,60.0,0.24,15.0,6.5
1,5,11.4,0.052,48.0,0.21,6.0,7.8
1,6,10.8,0.038,128.0,0.2,39.0,7.0
0,4,9.5,0.057,85.0,0.25,13.0,6.9
1,6,10.8,0.04,104.0,0.51,10.0,7.6
1,6,11.5,0.044,159.0,0.22,39.0,7.9
1,6,10.7,0.056,124.0,0.16,20.0,7.7
1,6,10.1,0.048,124.0,0.25,26.0,6.6
1,6,10.4,0.046,187.0,0.16,57.0,6.7
0,3,9.1,0.053,134.0,0.32,8.0,7.5
1,6,10.6,0.034,126.0,0.28,20.0,7.4
1,6,9.4,0.033,51.0,0.15,17.0,6.2
1,6,9.5,0.044,224.0,0.26,68.0,6.5
1,5,9.3,0.037,187.0,0.16,52.0,7.9
1,6,10.3,0.03,117.0,0.185,28.0,5.6
1,5,11.1,0.031,97.0,0.2,8.0,7.5
1,5,10.0,0.046,188.0,0.3,47.0,8.0
2,8,12.3,0.033,180.0,0.34,39.0,8.0
2,8,12.4,0.033,186.0,0.35,42.0,7.7
1,7,12.3,0.03,197.0,0.29,45.0,7.6
1,5,10.4,0.039,62.0,0.62,6.0,6.7
1,7,12.1,0.044,126.0,0.27,35.0,6.8
1,6,12.5,0.041,86.0,0.27,23.0,7.7
1,6,13.0,0.043,155.0,0.51,14.0,6.7
1,7,11.0,0.03,132.0,0.19,26.0,7.4
1,5,10.1,0.04,169.0,0.2,34.0,8.3
1,5,9.2,0.034,121.0,0.3,17.0,6.6
1,7,12.6,0.039,124.0,0.36,24.0,6.8
2,8,12.2,0.045,126.0,0.17,24.0,7.0
1,7,9.8,0.041,130.0,0.18,39.0,9.2
1,6,11.0,0.051,205.0,0.2,51.0,8.1
1,6,10.0,0.044,160.0,0.26,59.0,7.8
1,6,9.8,0.06,170.0,0.21,50.0,6.8
1,5,10.5,0.053,144.0,0.2,15.0,7.9
1,5,10.0,0.061,145.0,0.18,10.0,8.0
1,6,11.2,0.042,126.0,0.23,15.0,8.8
1,7,11.0,0.034,134.0,0.22,29.0,7.3
1,6,11.2,0.031,161.0,0.22,48.0,7.3
1,6,10.5,0.039,136.0,0.155,34.0,7.3
1,6,10.6,0.037,154.0,0.22,53.0,8.2
1,6,10.6,0.038,163.0,0.24,52.0,8.2
1,6,12.0,0.035,95.0,0.23,22.0,8.4
1,6,10.1,0.038,167.0,0.2,38.0,8.3
1,5,11.0,0.041,164.0,0.21,15.0,6.9
1,6,10.0,0.044,185.0,0.25,31.0,8.0
1,6,8.7,0.042,158.0,0.21,41.0,6.6
1,5,8.7,0.037,156.0,0.27,47.0,7.2
1,6,11.1,0.037,156.0,0.27,33.0,14.2
1,6,11.0,0.045,195.0,0.28,48.0,7.9
1,6,11.1,0.037,156.0,0.27,33.0,7.4
1,7,11.2,0.037,174.0,0.3,26.0,8.1
1,7,11.1,0.049,209.0,0.23,61.0,7.5
1,6,10.8,0.028,107.0,0.26,32.0,7.3
1,6,9.0,0.044,176.0,0.18,44.0,7.1
1,6,10.3,0.031,122.0,0.15,17.0,8.5
1,5,9.9,0.028,24.0,0.13,6.0,8.9
1,6,10.0,0.04,148.0,0.28,32.0,8.1
1,6,9.8,0.034,106.0,0.17,26.0,6.0
1,6,10.6,0.037,104.0,0.16,27.0,7.2
1,6,10.6,0.038,99.0,0.14,28.0,7.3
1,6,10.6,0.049,152.0,0.12,33.0,7.9
1,6,9.9,0.034,156.0,0.29,35.0,6.7
1,6,9.9,0.034,158.0,0.3,36.0,6.7
1,6,12.8,0.025,102.0,0.36,32.0,7.1
1,6,10.6,0.051,157.0,0.18,36.0,7.9
1,7,12.6,0.038,152.0,0.21,44.0,7.3
1,7,11.0,0.057,156.0,0.3,25.0,6.9
1,7,11.2,0.056,164.0,0.42,32.0,7.9
1,7,10.7,0.032,148.0,0.24,35.0,6.9
1,6,9.6,0.036,182.0,0.23,45.0,7.6
0,4,9.0,0.045,115.0,0.43,12.0,6.2
0,4,10.5,0.036,56.0,0.35,14.0,8.8
1,6,12.8,0.033,156.0,0.3,33.0,7.8
1,5,10.1,0.059,112.0,0.28,10.0,9.1
1,7,12.2,0.027,126.0,0.34,26.0,7.1
1,6,10.1,0.044,117.0,0.19,29.0,8.5
1,5,9.2,0.046,158.0,0.18,36.0,7.6
1,5,9.9,0.055,110.0,0.19,19.0,7.5
1,6,9.7,0.055,188.0,0.3,49.0,7.4
1,5,9.9,0.038,157.0,0.3,35.0,6.7
1,5,9.9,0.041,159.0,0.3,36.0,6.6
1,6,10.3,0.063,168.0,0.22,50.0,6.9
1,5,10.3,0.045,116.0,0.26,21.0,7.8
0,4,10.5,0.048,108.0,0.17,23.0,8.5
1,6,10.5,0.053,182.0,0.17,61.0,6.8
1,6,9.8,0.05,74.0,0.27,20.0,6.2
0,4,10.6,0.05,128.0,0.64,17.0,7.1
1,5,10.1,0.046,168.0,0.18,54.0,6.4
0,4,9.0,0.062,191.0,0.31,50.0,7.6
1,6,11.5,0.039,84.0,0.3,32.0,9.0
1,7,11.9,0.039,108.0,0.24,46.0,8.4
1,6,9.2,0.045,209.0,0.25,52.0,6.4
1,5,8.7,0.039,165.0,0.3,46.0,7.3
1,5,9.8,0.042,147.0,0.31,34.0,9.3
1,6,11.2,0.036,122.0,0.27,27.0,7.0
1,6,12.3,0.028,165.0,0.14,30.0,7.9
1,6,10.4,0.042,161.0,0.12,49.0,6.4
1,6,10.7,0.047,111.0,0.21,25.0,6.8
1,6,10.5,0.043,63.0,0.16,9.0,8.6
1,6,9.4,0.047,136.0,0.29,37.0,7.0
1,6,9.2,0.046,206.0,0.27,53.0,6.4
1,6,11.4,0.167,94.0,0.33,20.0,6.7
1,6,10.7,0.046,223.0,0.34,55.0,8.2
1,5,12.7,0.034,77.0,0.39,27.0,5.6
2,9,12.9,0.032,113.0,0.26,31.0,7.1
1,6,12.5,0.031,109.0,0.32,44.0,7.5
1,7,9.5,0.04,118.0,0.19,44.0,5.8
1,7,10.0,0.048,212.0,0.2,46.0,8.1
1,6,10.1,0.04,100.0,0.26,19.0,8.2
1,7,11.3,0.027,87.0,0.26,28.0,7.8
1,7,10.6,0.035,120.0,0.14,42.0,8.0
1,5,10.8,0.035,131.0,0.29,40.0,8.0
1,6,10.7,0.047,140.0,0.19,42.0,7.5
1,6,9.0,0.045,206.0,0.34,61.0,6.9
1,6,9.2,0.065,143.0,0.2,17.0,6.2
1,6,8.5,0.045,243.0,0.37,53.0,6.4
2,8,11.3,0.029,128.0,0.22,31.0,6.2
1,5,9.4,0.05,131.0,0.32,17.0,8.9
1,6,8.7,0.045,169.0,0.44,16.0,6.5
1,6,9.4,0.053,118.0,0.14,22.0,7.0
1,7,10.5,0.039,131.0,0.17,46.0,9.0
1,6,9.7,0.037,161.0,0.26,37.0,6.4
1,6,10.2,0.048,195.0,0.22,52.0,9.0
1,6,11.5,0.057,108.0,0.2,14.0,8.2
1,6,9.6,0.047,98.0,0.15,21.0,7.8
1,5,11.4,0.053,121.0,0.25,6.0,6.9
2,8,12.2,0.041,111.0,0.28,28.0,7.1
1,7,11.0,0.037,110.0,0.19,15.0,7.4
1,6,10.2,0.035,126.0,0.14,21.0,7.5
1,5,10.0,0.043,149.0,0.49,29.0,7.8
1,6,9.7,0.042,160.0,0.12,43.0,8.1
1,5,10.5,0.042,105.0,0.22,26.0,7.9
1,6,10.1,0.054,151.0,0.22,42.0,6.4
1,7,9.1,0.058,134.0,0.19,50.0,7.3
1,7,10.2,0.049,144.0,0.3,50.0,8.1
1,7,10.5,0.048,149.0,0.24,50.0,7.5
1,7,12.1,0.036,99.0,0.21,20.0,7.8
1,5,10.2,0.045,100.0,0.3,31.0,7.1
0,4,9.4,0.058,166.0,0.26,39.0,6.9
1,7,12.8,0.044,131.0,0.31,27.0,7.6
1,6,9.0,0.076,209.0,0.42,48.0,6.4
0,4,10.9,0.044,118.0,0.29,29.0,8.2
1,5,9.0,0.052,184.0,0.46,19.0,6.6
1,5,10.2,0.046,142.0,0.28,27.0,7.8
1,5,9.2,0.048,98.0,0.15,21.0,5.8
1,6,11.3,0.06,162.0,0.4,34.0,7.8
1,5,8.8,0.05,220.0,0.31,52.0,6.6
1,5,9.3,0.049,217.0,0.325,53.0,6.6
1,6,9.4,0.049,217.0,0.27,62.0,6.6
1,6,10.3,0.047,191.0,0.26,54.0,6.7
1,7,10.8,0.047,114.0,0.21,30.0,6.7
2,8,11.5,0.036,114.0,0.13,48.0,6.5
1,5,10.8,0.04,84.0,0.445,8.0,7.8
1,6,11.8,0.055,128.0,0.39,33.0,8.8
1,7,10.5,0.033,72.0,0.18,20.0,7.9
1,6,9.9,0.036,124.0,0.31,10.0,7.1
1,6,9.8,0.046,160.0,0.24,33.0,7.8
1,7,11.4,0.028,87.0,0.35,27.0,7.0
1,5,9.3,0.138,168.0,0.26,41.0,6.6
1,5,9.3,0.137,163.0,0.27,35.0,6.6
1,5,8.9,0.047,224.0,0.27,65.0,6.2
1,6,11.1,0.032,156.0,0.23,60.0,7.3
1,6,10.4,0.045,170.0,0.3,42.0,6.2
1,5,10.1,0.034,117.0,0.35,18.0,6.4
1,6,11.9,0.046,212.0,0.31,49.0,6.3
1,7,9.0,0.055,205.0,0.25,55.0,7.2
1,7,9.1,0.049,195.0,0.26,41.5,7.3
1,5,10.0,0.047,147.0,0.26,42.0,7.4
1,6,11.4,0.034,123.0,0.16,28.0,7.1
0,4,9.7,0.05,175.0,0.43,7.0,9.0
1,6,11.8,0.04,213.0,0.24,41.0,7.0
1,5,10.2,0.048,198.0,0.265,54.0,6.7
1,6,9.2,0.06,150.0,0.12,47.0,7.7
1,6,11.0,0.036,132.0,0.21,35.0,7.2
1,6,10.0,0.041,190.0,0.32,47.0,8.5
1,6,12.2,0.038,190.0,0.18,39.0,6.9
1,6,11.6,0.043,175.0,0.26,35.0,6.3
1,6,10.2,0.043,121.0,0.26,25.0,6.7
1,5,10.3,0.033,208.0,0.29,43.0,7.9
0,4,8.6,0.046,114.0,0.27,6.0,6.5
1,5,9.6,0.058,151.0,0.33,27.0,6.7
1,5,9.6,0.057,148.0,0.31,25.0,6.7
1,6,11.3,0.035,127.0,0.25,32.0,6.6
1,6,9.9,0.038,157.0,0.24,38.0,6.4
1,5,9.6,0.056,179.0,0.26,48.0,6.8
0,4,10.6,0.051,161.0,0.61,25.0,7.0
1,5,9.8,0.055,180.0,0.22,50.0,6.8
1,5,10.5,0.032,67.0,0.31,10.0,8.1
1,5,10.8,0.037,120.0,0.2,31.0,7.0
1,6,10.0,0.061,178.0,0.18,25.0,7.9
1,6,10.1,0.059,136.0,0.34,23.0,6.6
1,5,9.4,0.123,116.0,0.3,35.0,6.8
2,8,11.5,0.04,148.0,0.18,43.0,6.5
1,6,10.8,0.046,108.0,0.21,29.0,7.0
1,6,9.9,0.044,142.0,0.27,19.0,6.8
0,4,9.0,0.05,178.0,0.2,28.0,9.3
1,6,9.4,0.043,69.0,0.23,24.0,5.8
1,7,10.8,0.044,180.0,0.2,30.0,7.6
1,7,10.9,0.052,190.0,0.15,24.0,8.2
1,6,10.5,0.056,122.0,0.13,31.0,7.0
1,6,9.3,0.064,152.0,0.17,55.0,6.9
1,6,11.8,0.034,97.0,0.3,28.0,7.0
1,6,10.0,0.045,212.0,0.445,68.0,7.6
1,6,11.4,0.036,138.0,0.22,45.0,7.5
1,6,10.4,0.031,99.0,0.23,40.0,9.2
1,6,9.5,0.055,198.0,0.34,68.0,8.7
1,6,11.1,0.041,123.0,0.3,49.0,8.1
1,6,9.6,0.057,185.0,0.16,50.0,6.9
1,6,12.0,0.042,178.0,0.32,56.0,8.0
1,5,8.7,0.052,104.0,0.22,15.0,6.1
1,5,10.0,0.054,101.0,0.15,19.0,7.5
1,6,9.6,0.061,150.0,0.37,23.0,6.6
1,6,12.9,0.038,152.0,0.38,28.0,7.7
1,6,9.7,0.039,142.0,0.25,47.0,6.3
1,6,9.3,0.042,169.0,0.3,33.0,8.3
1,5,9.1,0.133,136.0,0.22,52.0,6.6
1,5,8.6,0.053,238.0,0.34,46.0,6.1
1,5,9.9,0.05,87.0,0.22,33.0,7.5
1,5,10.9,0.044,102.0,0.27,20.0,8.0
1,6,10.2,0.056,135.0,0.17,45.0,6.1
1,6,9.7,0.045,174.0,0.18,44.0,7.4
1,7,11.4,0.046,153.0,0.16,40.0,6.7
1,6,9.5,0.045,197.0,0.255,53.0,6.1
1,7,10.2,0.049,141.0,0.23,43.0,7.4
1,6,11.1,0.042,93.0,0.16,33.0,6.4
1,5,9.3,0.053,202.0,0.27,54.0,6.7
1,5,8.8,0.056,215.0,0.29,56.0,6.9
1,5,10.6,0.038,53.0,0.21,12.0,9.6
1,5,9.3,0.046,224.0,0.62,81.0,6.6
1,6,10.2,0.042,181.0,0.28,67.0,6.4
1,6,10.2,0.044,124.0,0.3,31.0,8.0
1,7,11.0,0.037,98.0,0.17,20.0,6.4
1,6,9.6,0.037,112.0,0.21,18.0,7.3
1,5,8.8,0.054,209.0,0.32,56.0,6.6
1,5,8.9,0.051,179.0,0.32,50.0,7.4
1,5,10.0,0.048,144.0,0.37,58.0,6.6
1,7,12.2,0.046,102.0,0.43,33.0,7.7
1,6,10.9,0.059,181.0,0.39,33.0,7.8
1,6,9.5,0.041,141.0,0.18,40.0,6.5
1,6,10.9,0.059,178.0,0.4,32.0,7.8
1,6,10.8,0.054,99.0,0.19,33.0,6.9
1,5,9.8,0.069,163.0,0.25,42.0,6.6
2,8,11.0,0.034,150.0,0.15,43.0,6.4
1,5,9.8,0.052,150.0,0.17,47.0,8.4
0,4,10.5,0.051,200.0,0.32,13.0,6.1
1,6,11.4,0.034,142.0,0.21,73.0,8.5
1,6,10.1,0.067,100.0,0.45,17.0,8.7
1,7,11.6,0.038,127.0,0.24,54.0,6.7
1,7,11.8,0.04,115.0,0.33,29.0,7.4
1,7,12.1,0.033,158.0,0.26,50.0,7.2
1,5,12.0,0.035,122.0,0.36,37.0,8.2
1,7,12.1,0.026,189.0,0.2,26.0,7.8
1,5,9.1,0.042,176.0,0.16,26.0,9.4
1,5,9.3,0.054,117.0,0.33,25.0,6.4
1,6,10.4,0.056,153.0,0.22,21.0,7.8
1,5,9.4,0.064,120.0,0.37,23.0,6.6
1,6,9.6,0.061,149.0,0.37,22.0,6.7
1,5,12.0,0.037,126.0,0.37,27.0,7.1
2,8,11.3,0.039,128.0,0.25,37.0,6.9
1,6,8.7,0.073,173.0,0.23,56.0,6.8
1,6,9.9,0.04,162.0,0.26,35.0,6.4
1,6,9.3,0.049,191.0,0.3,57.0,7.6
1,5,9.5,0.042,67.0,0.16,14.0,9.4
1,5,9.4,0.065,119.0,0.33,29.0,7.5
1,5,9.4,0.046,116.0,0.38,9.0,7.6
1,6,9.9,0.049,184.0,0.36,39.0,6.6
1,6,12.6,0.042,72.0,0.46,24.0,5.6
1,6,11.1,0.038,110.0,0.15,18.0,7.2
1,7,12.8,0.03,100.0,0.42,31.0,8.2
1,6,12.0,0.038,164.0,0.3,10.0,6.8
1,7,12.0,0.029,131.0,0.27,34.0,6.7
1,6,12.3,0.032,96.0,0.26,27.0,6.0
1,6,13.0,0.032,131.0,0.33,38.0,6.8
1,5,10.9,0.035,110.0,0.29,23.0,7.4
1,6,10.0,0.054,231.0,0.19,34.0,7.3
1,5,9.0,0.033,165.0,0.32,35.0,6.5
1,5,10.4,0.034,84.0,0.32,13.0,7.1
1,6,10.0,0.051,240.0,0.17,35.0,7.3
1,7,11.3,0.031,167.0,0.44,41.0,7.7
1,7,12.0,0.03,153.0,0.49,34.0,7.4
1,6,10.6,0.044,160.0,0.21,43.0,6.4
1,6,9.4,0.123,104.0,0.19,27.0,7.0
1,7,11.0,0.037,102.0,0.24,37.0,7.2
1,6,9.3,0.052,247.0,0.34,53.0,6.5
1,5,10.5,0.054,164.0,0.18,24.0,6.9
1,6,11.2,0.059,139.0,0.28,32.0,8.3
1,6,12.3,0.029,94.0,0.34,21.0,6.1
1,5,9.0,0.049,157.0,0.44,44.0,7.4
1,5,9.0,0.041,180.0,0.26,62.0,7.6
1,6,11.4,0.042,189.0,0.24,48.0,7.0
1,7,11.0,0.046,181.0,0.25,50.0,7.1
1,7,10.4,0.049,127.0,0.18,36.0,6.4
1,5,10.3,0.058,107.0,0.27,16.0,8.3
1,7,10.5,0.048,172.0,0.24,44.0,6.8
1,5,9.7,0.056,176.0,0.34,13.0,8.9
1,5,9.7,0.056,171.0,0.33,14.0,8.9
1,6,10.5,0.046,161.0,0.18,57.0,6.7
1,6,10.0,0.054,186.0,0.2,78.0,7.8
1,7,11.5,0.054,104.0,0.13,22.0,7.3
1,5,9.5,0.049,202.0,0.28,57.0,6.6
1,6,10.5,0.042,122.0,0.25,25.0,7.1
1,6,9.8,0.05,199.0,0.27,45.0,7.6
1,6,11.6,0.031,137.0,0.37,34.0,6.9
1,7,11.8,0.031,144.0,0.21,41.0,7.4
1,7,10.1,0.035,140.0,0.18,41.0,8.2
1,6,10.3,0.049,163.0,0.19,35.0,6.3
1,6,10.4,0.048,168.0,0.21,38.0,7.0
1,5,8.9,0.047,166.0,0.33,26.0,5.8
1,5,10.8,0.034,154.0,0.29,37.0,7.9
1,5,9.2,0.058,165.0,0.31,16.0,6.6
1,6,9.6,0.053,140.0,0.19,48.0,8.0
1,6,10.4,0.032,78.0,0.2,21.0,8.0
1,6,8.7,0.043,248.0,0.25,41.0,8.0
1,6,9.2,0.043,103.0,0.2,14.0,7.2
1,5,9.2,0.045,213.0,0.3,45.0,7.7
1,5,10.2,0.029,124.0,0.22,34.0,6.4
1,5,9.7,0.05,178.0,0.24,41.0,7.3
1,5,9.6,0.049,185.0,0.24,50.0,7.2
1,5,10.0,0.036,112.0,0.15,24.0,7.6
1,5,9.1,0.045,197.0,0.33,44.0,7.6
1,5,8.7,0.046,142.0,0.24,40.0,6.8
1,5,9.5,0.056,161.0,0.35,31.0,6.8
1,6,9.5,0.039,212.0,0.26,73.0,7.9
1,6,8.9,0.037,166.0,0.29,53.0,7.5
1,6,9.9,0.053,89.0,0.31,15.0,7.2
1,7,12.6,0.03,104.0,0.44,41.0,6.7
1,6,9.7,0.033,166.0,0.23,45.0,10.0
1,5,10.4,0.039,118.0,0.21,14.0,7.4
1,6,9.1,0.04,183.0,0.23,26.0,8.8
1,5,10.4,0.04,106.0,0.34,25.0,7.8
1,5,10.6,0.037,120.0,0.28,16.0,6.0
1,7,12.0,0.029,158.0,0.37,64.0,7.9
1,7,12.5,0.038,98.0,0.36,26.0,7.2
1,5,9.6,0.062,126.0,0.13,40.0,7.6
1,5,9.2,0.045,180.0,0.25,54.0,6.6
1,6,9.9,0.041,71.0,0.18,20.0,7.1
1,6,11.7,0.036,112.0,0.3,20.0,7.9
1,6,9.6,0.049,153.0,0.23,21.0,8.3
1,6,12.0,0.033,135.0,0.43,27.0,6.8
1,6,8.9,0.044,177.0,0.35,54.0,6.6
1,6,9.0,0.049,189.0,0.22,56.0,7.3
1,7,10.2,0.052,158.0,0.26,52.5,8.1
1,5,9.4,0.055,127.0,0.12,27.0,7.0
1,5,10.4,0.028,59.0,0.37,10.0,8.2
0,4,10.4,0.032,106.0,0.26,6.0,7.6
1,5,10.5,0.052,169.0,0.25,46.0,7.1
1,6,11.4,0.047,193.0,0.27,47.0,7.0
1,5,10.2,0.036,172.0,0.34,46.0,8.8
1,6,10.4,0.043,228.0,0.27,49.0,9.2
1,5,9.2,0.083,182.0,0.47,27.0,7.2
1,6,10.3,0.04,87.0,0.28,25.0,6.8
1,7,11.1,0.08,172.0,0.13,34.0,7.3
1,5,9.9,0.031,84.0,0.16,27.0,7.2
1,5,9.0,0.052,143.0,0.31,35.0,6.8
1,5,9.5,0.041,195.0,0.25,48.0,6.3
1,5,9.0,0.051,197.0,0.45,61.0,6.0
1,6,10.0,0.049,152.0,0.26,39.0,8.1
1,6,9.0,0.066,158.0,0.22,57.0,6.4
1,5,9.0,0.051,197.0,0.45,61.0,5.7
1,7,10.2,0.046,135.0,0.19,37.0,7.2
1,5,9.6,0.054,160.0,0.31,29.0,6.7
1,5,9.7,0.036,219.0,0.25,49.0,8.0
1,7,13.0,0.028,142.0,0.31,29.0,8.1
1,6,10.8,0.044,172.0,0.24,49.0,8.1
1,5,9.0,0.063,169.0,0.29,66.0,6.4
